,carat,cut,color,clarity,depth,table,price,x,y,z
11809,1.01,Premium,F,SI1,62.9,58,5090,6.43,6.35,4.02
24299,1.6,Good,H,VS1,59.9,61,12546,7.59,7.56,4.54
17782,1.51,Good,J,SI1,62.4,64,7162,7.31,7.23,4.54
4881,0.79,Ideal,E,SI1,61.6,55,3715,5.94,6.04,3.69
40667,0.31,Ideal,F,IF,60.2,57,1155,4.38,4.44,2.65
12789,1.19,Ideal,I,SI1,63.7,57,5331,6.73,6.69,4.28
10519,1.01,Ideal,G,SI2,61.4,57,4803,6.44,6.48,3.97
46590,0.64,Good,H,VS1,61.8,60.3,1786,5.47,5.53,3.4
34964,0.31,Premium,E,SI1,62.7,58,471,4.32,4.35,2.72
28506,0.3,Ideal,G,VS1,61.1,56,673,4.36,4.35,2.66
536,0.96,Ideal,F,I1,60.7,55,2826,6.41,6.37,3.88
1577,0.71,Ideal,G,SI1,61.3,55,3007,5.73,5.79,3.53
43928,0.3,Ideal,H,SI1,62.2,53,514,4.29,4.32,2.68
43887,0.54,Ideal,I,VS1,63.1,55,1453,5.18,5.22,3.27
44053,0.53,Ideal,G,SI1,61.1,55,1549,5.24,5.26,3.21
50300,0.32,Very Good,J,VVS1,60.2,60,544,4.42,4.49,2.68
6113,0.91,Good,H,VS2,62.7,62,3979,6.11,6.21,3.86
12836,1.2,Very Good,I,SI1,63.8,57,5352,6.64,6.72,4.26
28811,0.38,Premium,I,VS2,62.4,56,682,4.65,4.58,2.88
38177,0.53,Premium,H,SI2,62.5,60,1015,5.16,5.18,3.23
10358,1.11,Ideal,I,SI1,62.3,58,4771,6.6,6.65,4.13
11482,1.21,Very Good,I,SI2,63.2,57,5014,6.7,6.66,4.22
28838,0.41,Premium,D,SI2,62.3,58,683,4.73,4.77,2.96
17448,1.07,Very Good,G,VS1,60.9,55,6998,6.6,6.64,4.03
9552,1,Premium,E,SI2,61.2,60,4620,6.42,6.45,3.94
50999,0.31,Premium,I,VVS2,62.1,58,544,4.3,4.33,2.68
27970,0.3,Premium,E,VS2,59.2,59,658,4.37,4.41,2.6
35309,0.3,Very Good,I,VS1,60.4,58,473,4.34,4.4,2.64
2104,0.84,Premium,F,SI1,59,59,3115,6.18,6.13,3.63
11722,0.34,Ideal,E,SI1,61.8,56,596,4.45,4.48,2.76
30107,0.32,Premium,G,VS2,61,59,720,4.46,4.42,2.71
37270,0.26,Ideal,H,VS1,62.3,54,482,4.07,4.11,2.55
40218,0.4,Premium,G,VVS1,62.3,58,1123,4.66,4.72,2.92
38531,0.34,Ideal,E,VS1,61,57,1033,4.52,4.49,2.75
36873,0.42,Ideal,E,VS2,62.3,55,958,4.77,4.83,2.99
36166,0.38,Ideal,D,VS2,63,54,929,4.61,4.66,2.92
50252,0.7,Premium,F,SI2,59.5,58,2234,5.82,5.72,3.44
36299,0.34,Premium,E,SI2,61.7,58,477,4.5,4.54,2.79
53184,0.76,Premium,F,SI1,60.9,59,2631,5.89,5.83,3.57
8149,1.01,Premium,I,SI1,61.9,58,4355,6.48,6.42,3.99
46119,0.52,Ideal,G,VS1,62.1,54,1743,5.17,5.14,3.2
37905,0.41,Ideal,G,VVS2,61,57,1007,4.78,4.8,2.92
9654,0.91,Ideal,F,SI2,61.7,56,4642,6.21,6.24,3.84
51675,0.67,Good,F,VVS2,63.8,61,2398,5.46,5.54,3.52
6057,0.32,Ideal,I,VS2,61.6,56,576,4.39,4.37,2.7
13297,1.03,Ideal,D,SI2,60.5,58,5491,6.52,6.58,3.96
16623,1.07,Premium,G,VS2,62.9,59,6644,6.52,6.49,4.09
46028,0.57,Ideal,I,VVS1,61.7,56,1728,5.35,5.31,3.29
42684,0.5,Very Good,H,VS2,62.3,57,1337,5.03,5.12,3.16
3945,0.71,Ideal,D,SI1,60.8,57,3502,5.75,5.78,3.5
51407,0.97,Ideal,J,I1,61.6,54,2370,6.34,6.28,3.89
24462,1.11,Ideal,E,VVS1,61.3,54,12725,6.68,6.72,4.11
29058,0.4,Good,E,SI1,63.5,57,687,4.7,4.72,2.99
30748,0.38,Very Good,E,VS2,61.2,56,740,4.67,4.71,2.87
9155,0.9,Very Good,G,VS1,62.7,60,4540,6.06,6.13,3.82
20021,0.3,Good,E,SI2,63.5,55,421,4.27,4.3,2.72
43153,0.52,Ideal,E,SI1,62.3,56,1389,5.12,5.16,3.2
25527,1.61,Ideal,G,VS1,61.9,55,14341,7.58,7.55,4.68
53936,0.72,Ideal,D,SI1,60.8,57,2757,5.75,5.76,3.5
23961,2.54,Very Good,I,SI2,63.4,56,12095,8.68,8.64,5.49
21395,1.51,Very Good,I,VS1,63.1,53,9513,7.34,7.25,4.6
18019,1.01,Very Good,E,VS2,59.5,60,7290,6.5,6.54,3.88
37410,0.38,Ideal,I,VVS2,62.6,54,983,4.65,4.62,2.9
51036,0.76,Premium,E,SI2,59.3,62,2329,6.01,5.96,3.55
44324,0.33,Premium,I,VS1,61.1,59,521,4.44,4.47,2.72
40400,0.34,Ideal,D,VVS1,61.7,57,1133,4.49,4.52,2.78
49103,0.55,Ideal,G,VVS2,60.8,56.9,2064,5.27,5.31,3.22
20000,1.5,Very Good,E,SI2,62.8,57,8538,7.17,7.23,4.52
21489,1.51,Good,I,VS1,63.6,57,9581,7.14,7.21,4.56
13546,1.02,Ideal,F,SI1,60.1,59,5549,6.59,6.56,3.95
53787,0.73,Premium,F,SI1,62.2,56,2728,5.79,5.73,3.58
48183,0.75,Fair,J,VS2,59.1,66,1944,5.99,5.82,3.49
9212,1.28,Premium,J,SI2,62.3,58,4553,6.89,6.94,4.31
10585,1.01,Ideal,H,VS2,62.3,57,4821,6.35,6.4,3.97
20379,0.31,Very Good,H,VVS2,61.4,58,625,4.32,4.37,2.67
21674,1.58,Good,I,VS1,58.6,62,9775,7.59,7.66,4.47
9455,1.2,Ideal,I,SI2,63,57,4596,6.77,6.7,4.24
31722,0.4,Very Good,J,VVS1,61.2,55,772,4.75,4.8,2.92
35335,0.32,Ideal,E,VS1,61,57,898,4.4,4.42,2.69
4690,0.92,Premium,H,SI1,62.2,58,3675,6.19,6.23,3.86
32702,0.31,Ideal,F,VS2,61.6,55,802,4.37,4.36,2.69
1981,0.8,Very Good,F,SI1,63.1,58,3093,5.89,5.93,3.73
37096,0.41,Ideal,E,SI1,62.5,55,969,4.77,4.73,2.97
28080,0.4,Ideal,J,VVS2,62.5,53,662,4.74,4.79,2.98
21071,1.02,Very Good,F,VVS2,59.9,57,9246,6.54,6.59,3.93
35113,0.3,Ideal,F,IF,62,56,886,4.31,4.33,2.68
1706,0.74,Ideal,E,VS2,62.6,56,3036,5.73,5.81,3.61
31793,0.42,Premium,E,SI1,61.6,59,773,4.83,4.85,2.98
15077,1.12,Ideal,I,VS1,60.9,57,6060,6.7,6.73,4.09
30405,0.32,Ideal,G,VVS2,61.4,55,730,4.4,4.43,2.71
34509,0.33,Premium,H,IF,62,58,868,4.39,4.42,2.73
20261,1.01,Ideal,F,VVS2,61,57,8688,6.52,6.46,3.96
18785,1.75,Ideal,H,I1,61.6,56,7680,7.73,7.75,4.77
51930,0.81,Ideal,I,SI1,62.5,57,2439,5.98,5.92,3.72
12269,1.24,Premium,I,SI1,62.9,60,5208,6.8,6.74,4.26
16026,0.3,Premium,I,VS1,58.8,61,608,4.43,4.38,2.59
4063,0.31,Premium,D,SI1,62,58,571,4.3,4.35,2.68
53420,0.72,Very Good,F,SI1,63.4,58,2670,5.69,5.66,3.6
36508,0.32,Ideal,F,VVS2,61.6,55,945,4.41,4.42,2.72
42900,0.54,Good,H,VS1,63.2,58,1361,5.12,5.16,3.25
28212,0.38,Very Good,G,SI1,61.4,61,666,4.62,4.66,2.85
10960,0.94,Very Good,D,SI1,58.4,58,4902,6.41,6.51,3.77
13279,1.01,Good,F,VS2,57.3,62,5487,6.63,6.59,3.79
8542,1.13,Premium,I,VS2,60.2,61,4430,6.74,6.71,4.05
36282,0.32,Premium,G,SI1,61.6,58,477,4.36,4.4,2.7
20091,1.06,Ideal,E,VS1,62.1,57,8567,6.52,6.49,4.04
20658,1.05,Ideal,G,VVS1,60.7,55,8946,6.6,6.65,4.02
44711,0.61,Premium,D,SI1,61.6,58,1614,5.37,5.34,3.3
44762,0.52,Ideal,E,VS2,61.3,56,1621,5.17,5.21,3.18
21465,1.54,Ideal,H,SI1,61.1,56,9562,7.45,7.42,4.54
46255,0.54,Very Good,G,VS1,61.6,56,1754,5.23,5.26,3.23
44199,0.51,Ideal,D,SI1,62.4,57,1569,5.09,5.13,3.19
16586,1.08,Very Good,H,VVS1,63.1,57,6623,6.57,6.52,4.13
40885,0.57,Premium,J,VS2,60.2,62,1176,5.4,5.33,3.23
20872,1.14,Ideal,G,VS1,61.7,56,9090,6.67,6.71,4.13
25798,1.7,Good,G,VS1,63.9,58,14787,7.46,7.5,4.78
4813,0.9,Premium,E,SI2,59.2,60,3701,6.31,6.23,3.71
34014,0.3,Good,D,VVS1,64.3,57,848,4.27,4.32,2.76
39031,0.36,Ideal,G,VVS1,60.9,55,1056,4.64,4.68,2.84
23680,1.22,Ideal,F,VVS2,61.9,53,11730,6.9,6.92,4.28
2532,0.71,Fair,F,IF,58.7,62,3205,5.87,5.81,3.43
17120,1.32,Good,E,SI1,63.7,56,6830,6.96,6.88,4.41
21214,1.21,Very Good,G,VVS2,62.9,59,9358,6.68,6.74,4.22
29340,0.31,Ideal,G,VS2,59.1,57,698,4.48,4.45,2.64
27303,2.72,Ideal,J,SI2,62.1,56,17801,8.97,8.93,5.56
52699,0.75,Premium,H,VS2,62.8,56,2553,5.8,5.76,3.63
34865,0.3,Premium,G,VVS2,62.6,58,878,4.28,4.25,2.67
35598,0.31,Ideal,H,VVS1,62.7,54,907,4.38,4.33,2.73
33468,0.32,Premium,F,VS2,60.8,58,828,4.44,4.41,2.69
15547,1.07,Premium,E,VS2,62.5,57,6232,6.6,6.53,4.1
31964,0.26,Very Good,E,VS2,62.1,56,452,4.11,4.13,2.56
14403,1.06,Premium,D,SI1,59.4,57,5817,6.72,6.65,3.97
13768,1.31,Premium,I,SI2,63,58,5612,6.97,6.93,4.38
47253,0.52,Premium,D,VS2,62.4,58,1842,5.13,5.09,3.19
28227,0.33,Ideal,H,VVS2,60.9,57,666,4.48,4.52,2.74
41195,0.47,Very Good,G,VS1,60.5,59.4,1203,5.03,5.08,3.06
12016,0.83,Ideal,E,VS1,62.2,56,5151,5.99,6.03,3.74
14978,1.02,Premium,E,VS2,60.3,60,6032,6.58,6.48,3.94
5590,1.5,Good,F,I1,63.7,59,3864,7.29,7.18,4.62
6889,0.9,Premium,D,SI2,61.2,62,4133,6.22,6.07,3.76
9293,0.79,Very Good,E,VVS1,62.8,60,4570,5.8,5.89,3.67
23736,2.01,Very Good,H,SI2,63.4,60,11780,7.97,7.89,5.03
11788,1.04,Premium,G,SI1,61.4,57,5086,6.56,6.5,4.01
1023,0.75,Ideal,D,SI1,62.3,57,2903,5.83,5.8,3.62
17588,1.08,Premium,F,VS2,62.8,59,7079,6.55,6.47,4.09
13173,1.03,Ideal,G,SI1,60.5,55,5445,6.59,6.54,3.97
31727,0.33,Very Good,F,VS1,59.1,60,772,4.48,4.52,2.66
3400,0.3,Very Good,I,VS1,61.8,63,567,4.29,4.26,2.64
16397,1.23,Good,G,SI1,63.1,56,6545,6.78,6.81,4.29
35270,0.3,Ideal,E,VVS1,60.1,57,895,4.38,4.41,2.64
33221,0.39,Very Good,F,VS2,58.8,59,821,4.8,4.83,2.83
3154,0.71,Very Good,D,VS1,62.5,58,3333,5.68,5.71,3.56
2189,0.71,Ideal,H,VVS1,61.1,56,3137,5.78,5.81,3.53
18733,1.01,Very Good,D,VS2,62.7,57,7652,6.36,6.39,4
6871,0.91,Premium,H,VS2,59.9,62,4128,6.33,6.26,3.77
3079,0.7,Good,D,VVS2,63.7,55,3312,5.66,5.61,3.59
11637,0.92,Ideal,D,SI2,61.9,55,5051,6.24,6.27,3.87
33684,0.31,Premium,E,VVS2,60.5,57,837,4.41,4.39,2.66
5549,1.02,Premium,I,SI2,62,59,3856,6.45,6.42,3.99
41918,0.57,Good,D,SI2,63.8,57,1262,5.24,5.26,3.35
46948,0.52,Ideal,E,VS2,62.2,56,1815,5.15,5.11,3.19
5918,0.73,Ideal,D,VS1,60.9,55,3937,5.83,5.86,3.56
631,0.82,Ideal,F,SI2,61.7,53,2841,6,6.12,3.74
41127,0.52,Premium,G,SI2,58.8,62,1196,5.31,5.3,3.12
19660,1.04,Ideal,G,VVS1,62.5,55,8268,6.54,6.45,4.06
19166,1.22,Ideal,G,VS2,62,55,7923,6.83,6.91,4.26
28336,0.33,Ideal,G,VS1,62.1,54,666,4.42,4.47,2.76
46087,0.56,Ideal,F,VS2,60,57,1739,5.36,5.38,3.22
15987,1.22,Ideal,I,SI1,62.3,58,6398,6.8,6.82,4.24
23631,1.14,Premium,F,VVS1,59.4,59,11654,6.87,6.8,4.06
43463,0.56,Ideal,I,VS2,62.2,57,1417,5.27,5.28,3.28
3352,0.82,Ideal,E,SI1,62.1,54,3380,5.98,6.03,3.73
363,0.75,Very Good,H,VVS1,60.6,58,2806,5.85,5.9,3.56
31681,0.26,Ideal,E,VVS2,61.5,56,769,4.11,4.08,2.52
33098,0.29,Ideal,F,VVS1,61.7,55,815,4.25,4.28,2.63
26103,1.53,Premium,G,VVS2,62.5,60,15365,7.31,7.34,4.58
14821,1,Ideal,G,VS2,62.6,57,5967,6.47,6.4,4.03
6040,0.37,Good,F,SI1,63.7,55,575,4.55,4.59,2.91
12957,1,Premium,H,VS1,61.5,57,5387,6.44,6.37,3.94
13121,0.91,Fair,E,VVS2,63.1,55,5430,6.13,6,3.83
23868,1.71,Premium,I,VS2,62.8,59,11958,7.58,7.52,4.74
4204,0.78,Very Good,E,VS1,61,55,3564,5.94,5.96,3.63
44445,0.61,Ideal,H,VS2,62,53,1591,5.47,5.49,3.4
7357,1.12,Premium,E,SI2,63,61,4215,6.66,6.61,4.18
6899,0.73,Ideal,D,VS2,60.7,57,4134,5.84,5.88,3.55
21485,1.76,Premium,E,SI2,62.1,58,9580,7.7,7.62,4.74
7553,0.92,Ideal,G,SI1,62.6,55,4249,6.22,6.24,3.9
19028,0.35,Good,H,VVS2,60.4,56,620,4.57,4.59,2.77
29932,0.38,Ideal,H,VS1,62.1,55.4,714,4.63,4.68,2.89
40596,0.28,Ideal,H,VS1,61.8,57,497,4.2,4.22,2.6
11956,1.11,Premium,D,SI2,59.9,57,5134,6.74,6.72,4.03
44224,0.5,Ideal,D,VS1,63,57,1571,5.06,5,3.17
14054,0.31,Premium,E,SI1,62.7,58,605,4.35,4.32,2.72
20752,1.2,Good,F,VS2,62.3,57,8990,6.74,6.78,4.21
131,0.77,Ideal,H,VS2,62,56,2763,5.89,5.86,3.64
42366,0.35,Ideal,D,VVS1,61,55,1303,4.62,4.59,2.81
49258,0.71,Good,I,SI1,60.9,64,2087,5.72,5.67,3.47
24428,2.02,Premium,H,SI2,61.7,61,12680,8.14,8.08,5.01
42129,0.48,Premium,F,VS2,61.3,60,1279,5.01,4.97,3.06
33583,0.44,Premium,F,SI2,62.8,60,832,4.86,4.82,3.04
31268,0.32,Ideal,I,VS2,62.5,55,449,4.37,4.4,2.74
53512,0.71,Premium,F,VS2,61.9,59,2686,5.75,5.72,3.55
23008,1.52,Premium,H,VS2,61.1,59,11066,7.45,7.38,4.53
28012,0.3,Very Good,E,VS2,62.9,58,658,4.22,4.24,2.66
3707,1.01,Ideal,E,I1,62,57,3450,6.41,6.37,3.96
11936,1.09,Premium,E,SI2,61.4,58,5127,6.67,6.63,4.08
22202,1.31,Ideal,F,VS2,59.6,60,10243,7.06,7.16,4.24
31620,0.24,Very Good,F,VS1,62.5,55,373,3.94,3.97,2.47
28765,0.31,Premium,E,VS2,60.8,58,680,4.35,4.37,2.65
43902,0.23,Ideal,F,VVS2,62.5,55,511,3.94,3.96,2.47
23275,1.58,Ideal,E,SI1,61.4,55,11294,7.53,7.5,4.61
4750,0.84,Ideal,D,SI1,62.4,57,3685,6.03,6.08,3.78
2111,0.85,Ideal,G,SI1,60.4,56,3118,6.26,6.17,3.75
3921,0.56,Ideal,D,VVS1,61.9,56,3496,5.32,5.28,3.28
52969,0.24,Ideal,F,VVS2,61.8,56,552,3.97,4.02,2.47
6306,1.5,Good,H,I1,64,56,4022,7.18,7.05,4.56
37272,0.26,Ideal,H,VS1,62.1,55,482,4.07,4.11,2.54
18772,1.03,Very Good,E,VS1,62.8,55,7677,6.4,6.52,4.06
20633,1.36,Ideal,G,SI1,61,56,8927,7.17,7.2,4.38
15164,1.24,Ideal,H,SI1,62.5,56,6095,6.92,6.88,4.31
34241,0.4,Premium,D,SI2,62.4,58,855,4.73,4.69,2.94
24905,1.51,Very Good,G,VVS2,62.1,59,13337,7.28,7.34,4.54
2633,0.7,Premium,D,VS1,61.6,60,3229,5.63,5.6,3.46
16436,1.11,Very Good,E,SI1,62.4,57,6563,6.58,6.6,4.11
47143,0.64,Ideal,H,VS2,62.3,54,1831,5.52,5.55,3.44
22310,1.4,Very Good,G,VS2,60.1,62,10351,7.16,7.25,4.33
6289,0.97,Premium,F,SI2,58.9,58,4020,6.51,6.47,3.82
27001,1.56,Ideal,F,VS2,62,55,17108,7.41,7.45,4.61
15413,1.51,Premium,I,SI2,61.3,55,6173,7.41,7.36,4.53
51807,0.71,Very Good,F,SI1,63,55,2416,5.65,5.71,3.58
25885,1.6,Ideal,G,VS2,61.9,56,15000,7.53,7.47,4.64
51341,0.71,Premium,G,SI2,62,55,2362,5.77,5.71,3.56
36523,0.42,Ideal,G,SI1,62.5,56,945,4.83,4.8,3.01
10097,1,Ideal,H,SI2,61.4,60,4713,6.35,6.41,3.92
38811,0.31,Ideal,G,VVS1,61.9,55,1046,4.36,4.3,2.68
1413,1.13,Fair,H,I1,64.8,59,2968,6.52,6.42,4.19
6133,1.39,Premium,I,I1,62.6,57,3985,7.15,7.1,4.46
34257,0.37,Ideal,D,VVS2,62.4,56,857,4.56,4.64,2.87
4650,0.9,Good,H,VS1,64,59,3669,6.05,6.01,3.86
36942,0.34,Very Good,F,SI2,60.6,58,478,4.55,4.57,2.76
13983,1.01,Ideal,D,SI1,62.1,56,5694,6.36,6.43,3.97
5551,1.02,Ideal,I,SI2,60.7,57,3856,6.57,6.54,3.98
22956,1.5,Very Good,F,SI1,63.9,58,11004,7.12,7.16,4.56
27784,0.32,Ideal,H,VS2,63,57,648,4.37,4.33,2.74
46123,0.72,Ideal,F,SI2,62,57,1743,5.68,5.64,3.51
23244,1.5,Premium,F,VS2,61.1,59,11255,7.37,7.35,4.5
8163,0.7,Very Good,D,VVS1,63.4,59,4362,5.63,5.64,3.57
933,0.9,Good,H,SI2,62.7,64,2883,6.09,6,3.79
18236,1.2,Premium,G,VS2,62.4,59,7405,6.74,6.68,4.19
19740,1.02,Ideal,G,IF,62.5,57,8311,6.44,6.37,4
3258,0.74,Very Good,E,VS1,63.4,55,3357,5.78,5.76,3.66
11763,1.08,Ideal,E,SI2,61.7,57,5080,6.6,6.55,4.06
12447,1.3,Premium,I,VS2,60.3,60,5242,7.01,6.99,4.22
11925,1.09,Ideal,H,SI1,61.1,57,5125,6.62,6.71,4.07
6112,0.82,Ideal,E,SI1,61.8,53,3979,6.02,6.05,3.73
24478,1.3,Ideal,F,VVS2,62.1,55,12745,7.04,6.96,4.35
8190,1.04,Premium,H,SI1,60.4,59,4368,6.59,6.55,3.97
53228,0.73,Very Good,H,VS1,61.6,59,2641,5.74,5.81,3.56
32565,0.43,Ideal,G,SI2,61.1,55,800,4.92,4.9,3
43726,0.51,Very Good,G,VS2,62.2,57,1438,5.1,5.15,3.19
22090,1.09,Premium,E,VVS2,59.9,59,10111,6.73,6.7,4.02
40230,0.4,Ideal,G,VVS1,61.2,56,1123,4.75,4.79,2.92
34475,0.38,Ideal,E,VS2,61.7,55,866,4.66,4.68,2.88
13410,0.37,Ideal,I,VS2,61.2,56,603,4.62,4.66,2.84
4462,0.93,Premium,F,SI2,59.5,60,3620,6.39,6.36,3.79
37013,0.33,Very Good,G,VVS2,60,63,965,4.49,4.45,2.68
37612,0.24,Very Good,E,VVS1,61.5,59,485,3.99,4.01,2.46
28789,0.37,Good,D,SI1,63.7,55,681,4.55,4.59,2.91
12768,1.14,Premium,G,SI1,62.2,58,5326,6.64,6.7,4.15
24024,2,Very Good,J,SI1,62.2,59,12196,7.92,7.97,4.94
1836,0.71,Ideal,G,SI1,61.5,55,3061,5.75,5.79,3.55
19502,1.4,Premium,H,SI1,62.1,60,8133,7.21,7.12,4.45
21605,1.07,Ideal,G,VVS1,61.4,55,9703,6.59,6.66,4.06
42594,0.5,Very Good,E,SI1,61.9,53,1331,5.14,5.16,3.19
5162,0.9,Very Good,F,SI2,61.4,62,3770,6.11,6.2,3.78
21183,1.21,Ideal,F,VS1,59.7,57,9335,6.94,6.92,4.14
6788,1.2,Premium,J,SI1,62.8,58,4113,6.77,6.7,4.23
30607,0.34,Good,F,SI2,63.5,56,447,4.44,4.48,2.83
3340,0.7,Premium,E,VVS2,60.6,60,3377,5.74,5.72,3.47
51699,0.78,Ideal,I,VS2,60.9,57,2400,5.92,5.97,3.62
50330,0.65,Good,G,VS1,60,60.4,2241,5.6,5.7,3.39
34805,0.31,Ideal,D,VS1,62,54,877,4.36,4.35,2.7
16872,1.02,Very Good,E,VS2,58.4,57,6732,6.59,6.64,3.86
52074,0.73,Ideal,F,SI2,62.5,56,2455,5.73,5.75,3.59
31656,0.35,Ideal,E,VS2,62.4,57,767,4.52,4.55,2.83
49371,0.7,Very Good,F,SI2,61.2,57,2100,5.67,5.74,3.49
20500,1.55,Ideal,I,VS2,62.6,56,8831,7.35,7.41,4.62
22362,0.31,Very Good,H,VS2,63.2,57,628,4.35,4.32,2.74
26586,1.6,Ideal,H,IF,61.5,53,16300,7.57,7.69,4.66
39303,0.38,Premium,E,VS1,61.5,58,1069,4.69,4.64,2.87
3261,0.93,Fair,G,SI1,64.4,57,3358,6.14,6.09,3.94
14347,1.22,Ideal,I,SI1,62.6,57,5807,6.8,6.77,4.25
45908,0.54,Premium,H,VS1,62.6,59,1720,5.22,5.19,3.26
4300,0.74,Ideal,F,VS1,61.9,54,3590,5.78,5.82,3.59
26238,1.04,Premium,D,IF,60.6,56,15671,6.6,6.54,3.98
11218,0.93,Premium,F,VS2,61.7,58,4961,6.22,6.29,3.86
817,0.71,Premium,E,SI1,59.1,61,2863,5.84,5.8,3.44
14771,1.17,Ideal,F,SI1,62.2,56,5944,6.73,6.71,4.18
15758,1.5,Good,E,SI2,61.5,65,6300,7.21,7.17,4.42
45250,0.43,Premium,D,VVS1,59.6,58,1659,4.94,4.89,2.93
39558,0.32,Ideal,G,VVS1,61.9,56,1080,4.4,4.39,2.72
22711,2.06,Ideal,I,SI2,61.4,57,10728,8.22,8.18,5.03
25616,1.51,Ideal,G,VS2,61.8,54,14482,7.42,7.38,4.57
25951,2.35,Very Good,I,SI2,58.5,57,15122,8.72,8.77,5.12
33494,0.32,Premium,F,VS2,61.3,60,828,4.4,4.37,2.69
10244,0.94,Premium,F,SI1,59.8,61,4748,6.39,6.35,3.81
16796,1.39,Premium,I,SI1,62.1,57,6694,7.22,7.08,4.44
25989,1.54,Ideal,G,VVS2,62.5,57,15197,7.36,7.3,4.58
37970,0.41,Ideal,F,VS1,62.7,55,1007,4.74,4.77,2.98
50955,0.57,Ideal,F,VVS2,61.6,57,2322,5.32,5.36,3.29
39414,0.41,Ideal,F,VS1,62,56,1076,4.81,4.77,2.97
33064,0.32,Ideal,H,IF,61.2,56,814,4.4,4.42,2.7
1250,0.72,Ideal,H,VVS1,62.2,56,2946,5.72,5.75,3.57
16042,0.3,Premium,H,VS2,62.3,58,608,4.33,4.31,2.69
13580,1.17,Ideal,F,SI2,62.2,55,5556,6.73,6.7,4.18
21949,1.5,Very Good,G,SI1,62.1,58,10019,7.26,7.3,4.52
15763,1.21,Ideal,H,VS2,62.9,57,6302,6.8,6.75,4.26
16592,1.06,Very Good,F,VS2,62.7,55,6627,6.54,6.5,4.09
6597,0.91,Very Good,G,SI1,63.5,58,4081,6.15,6.04,3.87
22916,1.31,Ideal,F,VS1,61.9,54,10957,7.03,7.06,4.35
14020,1.01,Premium,D,SI1,61.6,62,5701,6.44,6.38,3.95
44765,0.53,Ideal,F,VS2,61.9,55,1621,5.2,5.23,3.23
36977,0.4,Very Good,D,VS1,63.2,60,963,4.65,4.69,2.95
25669,1.5,Premium,F,VS2,61.5,58,14586,7.32,7.34,4.51
5060,0.34,Premium,G,SI2,62.8,58,574,4.46,4.43,2.79
9659,1.01,Premium,H,SI1,63,60,4642,6.36,6.33,4
927,0.7,Very Good,H,IF,62.8,56,2882,5.62,5.65,3.54
37681,0.42,Ideal,H,VS2,62.5,57,992,4.81,4.76,2.99
44998,0.31,Premium,I,SI1,62.3,59,523,4.32,4.29,2.68
9857,0.9,Very Good,F,VS2,61.7,56,4678,6.18,6.21,3.82
28485,0.35,Premium,E,SI2,59.9,61,672,4.59,4.56,2.74
48241,0.86,Very Good,J,SI2,63.2,61,1950,6.05,5.97,3.79
27536,2.06,Ideal,G,SI2,62.3,56,18293,8.16,8.09,5.06
39993,0.41,Premium,F,VS2,60.3,58,1107,4.85,4.8,2.91
41060,0.5,Very Good,D,SI1,60.7,59,1190,5.11,5.04,3.08
33024,0.3,Ideal,D,VVS2,61.9,55,814,4.28,4.31,2.66
5105,0.61,Ideal,D,VVS2,61.7,56,3758,5.47,5.42,3.36
8423,1.05,Ideal,J,SI1,61.5,55,4405,6.53,6.57,4.03
13056,1.13,Premium,H,SI1,62.1,58,5410,6.7,6.66,4.15
24671,1.2,Very Good,E,VVS1,61.3,60,13015,6.77,6.84,4.17
43390,0.5,Ideal,E,SI1,62.3,56,1410,5.06,5.12,3.17
29721,0.31,Ideal,H,VVS1,61.5,56,707,4.34,4.38,2.68
53349,0.7,Fair,G,VS2,64.4,56,2657,5.64,5.57,3.61
34980,0.35,Good,I,SI1,63.6,56,472,4.5,4.53,2.87
10583,1.01,Very Good,H,VS2,62.6,61,4821,6.35,6.4,3.99
45036,0.54,Premium,E,SI1,61.6,61,1637,5.23,5.2,3.21
28440,0.39,Very Good,F,SI1,61.3,62,670,4.68,4.71,2.88
3451,0.9,Very Good,H,SI1,63.2,59,3388,6.08,6.14,3.86
24668,1.51,Good,F,VS2,61,63,13010,7.32,7.39,4.49
30868,0.33,Premium,G,VS2,60.8,62,743,4.46,4.42,2.7
42751,0.51,Very Good,H,VS1,62.5,58,1343,5.09,5.12,3.19
38305,0.37,Very Good,F,SI2,60.7,57,487,4.62,4.67,2.82
50365,0.53,Ideal,G,IF,61.9,56,2247,5.18,5.22,3.21
37433,0.33,Premium,G,IF,60.8,58,984,4.42,4.46,2.7
52885,0.74,Ideal,F,SI1,62.2,54,2583,5.79,5.85,3.62
53808,0.72,Very Good,G,VS2,63.1,57,2732,5.74,5.71,3.61
15556,1.22,Premium,E,SI2,61.5,58,6237,6.81,6.85,4.2
48938,0.7,Very Good,J,VS2,63.3,58,2044,5.61,5.63,3.56
24456,1.56,Ideal,E,VS2,60.5,57,12717,7.56,7.5,4.56
15978,1.36,Good,E,SI2,58,64,6397,7.26,7.19,4.19
42424,0.51,Ideal,G,SI1,63,53,1312,5.13,5.1,3.22
37183,0.48,Premium,H,SI2,58.5,59,972,5.16,5.13,3.01
49663,0.71,Ideal,I,VS2,61,58,2141,5.77,5.81,3.53
36910,0.42,Ideal,I,IF,61.7,55,961,4.83,4.86,2.99
15129,1.01,Fair,D,VS2,65.2,57,6081,6.23,6.19,4.05
23032,0.33,Premium,D,SI2,62.7,58,631,4.41,4.39,2.76
